cantidad,cantidad_solicitada,cliente,costo,dia,dias_entrega,egreso,ingreso,inventario_disponible,penalizacion,politica_anterior,politica_nueva,producto,proveedor,razon,tipo
120,,,,121,,12.0,,,,,,PROD003,Distribuidora XYZ,,RECEPCION
8,,Taller Mecánico López,2.4,122,,,7.2,,,,,PROD002,,,VENTA
11,,Taller Mecánico López,7.7440000000000015,122,,,22.0,,,,,PROD004,,,VENTA
108,,,,122,,32.4,,,,,,PROD002,Suministros ABC,,RECEPCION
120,,,,122,,12.0,,,,,,PROD003,Distribuidora XYZ,,RECEPCION
19,,Ferretería El Tornillo,9.5,123,,,22.8,,,,,PROD001,,,VENTA
19,,Ferretería El Tornillo,5.699999999999999,123,,,17.1,,,,,PROD002,,,VENTA
12,,Ferretería El Tornillo,1.2000000000000002,123,,,4.800000000000001,,,,,PROD003,,,VENTA
108,,,,123,,32.4,,,,,,PROD002,Suministros ABC,,RECEPCION
120,,,,123,,12.0,,,,,,PROD003,Distribuidora XYZ,,RECEPCION
9,,Taller Mecánico López,2.6999999999999997,124,,,8.1,,,,,PROD002,,,VENTA
10,,Taller Mecánico López,7.040000000000002,124,,,20.0,,,,,PROD004,,,VENTA
108,,,,124,,32.4,,,,,,PROD002,Suministros ABC,,RECEPCION
24,,Almacén Central (Interno),12.0,125,,,28.799999999999997,,,,,PROD001,,,VENTA
24,,Almacén Central (Interno),7.199999999999999,125,,,21.6,,,,,PROD002,,,VENTA
35,,Almacén Central (Interno),1.75,125,,,5.25,,,,,PROD005,,,VENTA
90,,,45.0,125,2,,,,,,,PROD001,Distribuidora XYZ,,PEDIDO
13,,Ferretería El Tornillo,6.5,126,,,15.6,,,,,PROD001,,,VENTA
13,,Ferretería El Tornillo,3.9,126,,,11.700000000000001,,,,,PROD002,,,VENTA
13,,Ferretería El Tornillo,1.3,126,,,5.2,,,,,PROD003,,,VENTA
,134,Construcciones Pérez,,126,,,,24,90.0,,,PROD001,,,DESABASTECIMIENTO
39,,Construcciones Pérez,3.9000000000000004,126,,,15.600000000000001,,,,,PROD003,,,VENTA
129,,Construcciones Pérez,90.81600000000003,126,,,258.0,,,,,PROD004,,,VENTA
112,,Construcciones Pérez,5.6,126,,,16.8,,,,,PROD005,,,VENTA
10,,Taller Mecánico López,3.0,126,,,9.0,,,,,PROD002,,,VENTA
13,,Taller Mecánico López,9.152000000000003,126,,,26.0,,,,,PROD004,,,VENTA
90,,,45.0,126,2,,,,,,,PROD001,Distribuidora XYZ,,PEDIDO
96,,,67.58400000000002,126,2,,,,,,,PROD004,Distribuidora XYZ,,PEDIDO
90,,,45.0,127,2,,,,,,,PROD001,Distribuidora XYZ,,PEDIDO
96,,,67.58400000000002,127,2,,,,,,,PROD004,Distribuidora XYZ,,PEDIDO
90,,,,127,,45.0,,,,,,PROD001,Distribuidora XYZ,,RECEPCION
7,,Taller Mecánico López,2.1,128,,,6.3,,,,,PROD002,,,VENTA
11,,Taller Mecánico López,7.7440000000000015,128,,,22.0,,,,,PROD004,,,VENTA
96,,,67.58400000000002,128,2,,,,,,,PROD004,Distribuidora XYZ,,PEDIDO
90,,,,128,,45.0,,,,,,PROD001,Distribuidora XYZ,,RECEPCION
96,,,,128,,67.58400000000002,,,,,,PROD004,Distribuidora XYZ,,RECEPCION
13,,Ferretería El Tornillo,6.5,129,,,15.6,,,,,PROD001,,,VENTA
19,,Ferretería El Tornillo,5.7,129,,,17.1,,,,,PROD002,,,VENTA
14,,Ferretería El Tornillo,1.4000000000000001,129,,,5.6000000000000005,,,,,PROD003,,,VENTA
90,,,,129,,45.0,,,,,,PROD001,Distribuidora XYZ,,RECEPCION
96,,,,129,,67.58400000000002,,,,,,PROD004,Distribuidora XYZ,,RECEPCION
9,,Taller Mecánico López,2.6999999999999997,130,,,8.1,,,,,PROD002,,,VENTA
11,,Taller Mecánico López,7.7440000000000015,130,,,22.0,,,,,PROD004,,,VENTA
24,,Almacén Central (Interno),12.0,130,,,28.799999999999997,,,,,PROD001,,,VENTA
28,,Almacén Central (Interno),8.399999999999999,130,,,25.2,,,,,PROD002,,,VENTA
36,,Almacén Central (Interno),1.8,130,,,5.3999999999999995,,,,,PROD005,,,VENTA
220,,Ferreterías del Norte,22.0,130,,,88.0,,,,,PROD003,,,VENTA
273,,Ferreterías del Norte,13.650000000000002,130,,,40.949999999999996,,,,,PROD005,,,VENTA
120,,,12.0,130,2,,,,,,,PROD003,Distribuidora XYZ,,PEDIDO
96,,,,130,,67.58400000000002,,,,,,PROD004,Distribuidora XYZ,,RECEPCION
120,,,12.0,131,2,,,,,,,PROD003,Distribuidora XYZ,,PEDIDO
11,,Ferretería El Tornillo,5.5,132,,,13.2,,,,,PROD001,,,VENTA
20,,Ferretería El Tornillo,6.0,132,,,18.0,,,,,PROD002,,,VENTA
17,,Ferretería El Tornillo,1.7000000000000002,132,,,6.800000000000001,,,,,PROD003,,,VENTA
11,,Taller Mecánico López,3.3,132,,,9.9,,,,,PROD002,,,VENTA
8,,Taller Mecánico López,5.6320000000000014,132,,,16.0,,,,,PROD004,,,VENTA
120,,,12.0,132,2,,,,,,,PROD003,Distribuidora XYZ,,PEDIDO
120,,,,132,,12.0,,,,,,PROD003,Distribuidora XYZ,,RECEPCION
118,,Construcciones Pérez,59.0,133,,,141.6,,,,,PROD001,,,VENTA
35,,Construcciones Pérez,3.5,133,,,14.0,,,,,PROD003,,,VENTA
123,,Construcciones Pérez,86.59200000000001,133,,,246.0,,,,,PROD004,,,VENTA
51,,Construcciones Pérez,2.5500000000000003,133,,,7.6499999999999995,,,,,PROD005,,,VENTA
120,,,,133,,12.0,,,,,,PROD003,Distribuidora XYZ,,RECEPCION
6,,Taller Mecánico López,1.7999999999999998,134,,,5.4,,,,,PROD002,,,VENTA
7,,Taller Mecánico López,4.928000000000001,134,,,14.0,,,,,PROD004,,,VENTA
120,,,,134,,12.0,,,,,,PROD003,Distribuidora XYZ,,RECEPCION
16,,Ferretería El Tornillo,8.0,135,,,19.2,,,,,PROD001,,,VENTA
14,,Ferretería El Tornillo,4.2,135,,,12.6,,,,,PROD002,,,VENTA
15,,Ferretería El Tornillo,1.5,135,,,6.0,,,,,PROD003,,,VENTA
25,,Almacén Central (Interno),12.5,135,,,30.0,,,,,PROD001,,,VENTA
35,,Almacén Central (Interno),10.5,135,,,31.5,,,,,PROD002,,,VENTA
28,,Almacén Central (Interno),1.4000000000000001,135,,,4.2,,,,,PROD005,,,VENTA
11,,Taller Mecánico López,3.3,136,,,9.9,,,,,PROD002,,,VENTA
13,,Taller Mecánico López,9.152000000000003,136,,,26.0,,,,,PROD004,,,VENTA
22,,Ferretería El Tornillo,11.0,138,,,26.4,,,,,PROD001,,,VENTA
19,,Ferretería El Tornillo,5.7,138,,,17.1,,,,,PROD002,,,VENTA
18,,Ferretería El Tornillo,1.8,138,,,7.2,,,,,PROD003,,,VENTA
10,,Taller Mecánico López,3.0,138,,,9.0,,,,,PROD002,,,VENTA
10,,Taller Mecánico López,7.040000000000002,138,,,20.0,,,,,PROD004,,,VENTA
64,,Construcciones Pérez,32.0,140,,,76.8,,,,,PROD001,,,VENTA
83,,Construcciones Pérez,8.299999999999999,140,,,33.2,,,,,PROD003,,,VENTA
106,,Construcciones Pérez,74.62400000000002,140,,,212.0,,,,,PROD004,,,VENTA
80,,Construcciones Pérez,4.0,140,,,12.0,,,,,PROD005,,,VENTA
8,,Taller Mecánico López,2.4,140,,,7.2,,,,,PROD002,,,VENTA
8,,Taller Mecánico López,5.6320000000000014,140,,,16.0,,,,,PROD004,,,VENTA
,28,Almacén Central (Interno),,140,,,,1,100.0,,,PROD001,,,DESABASTECIMIENTO
29,,Almacén Central (Interno),8.7,140,,,26.1,,,,,PROD002,,,VENTA
28,,Almacén Central (Interno),1.4000000000000001,140,,,4.2,,,,,PROD005,,,VENTA
,286,Ferreterías del Norte,,140,,,,279,80.0,,,PROD003,,,DESABASTECIMIENTO
42,,Ferreterías del Norte,2.1,140,,,6.3,,,,,PROD005,,,VENTA
90,,,45.0,140,2,,,,,,,PROD001,Distribuidora XYZ,,PEDIDO
96,,,67.58400000000002,140,2,,,,,,,PROD004,Distribuidora XYZ,,PEDIDO
,8,Ferretería El Tornillo,,141,,,,1,80.0,,,PROD001,,,DESABASTECIMIENTO
14,,Ferretería El Tornillo,4.2,141,,,12.6,,,,,PROD002,,,VENTA
5,,Ferretería El Tornillo,0.5,141,,,2.0,,,,,PROD003,,,VENTA
90,,,45.0,141,2,,,,,,,PROD001,Distribuidora XYZ,,PEDIDO
96,,,67.58400000000002,141,2,,,,,,,PROD004,Distribuidora XYZ,,PEDIDO
12,,Taller Mecánico López,3.5999999999999996,142,,,10.8,,,,,PROD002,,,VENTA
,8,Taller Mecánico López,,142,,,,2,70.0,,,PROD004,,,DESABASTECIMIENTO
90,,,45.0,142,2,,,,,,,PROD001,Distribuidora XYZ,,PEDIDO
96,,,67.58400000000002,142,2,,,,,,,PROD004,Distribuidora XYZ,,PEDIDO
90,,,,142,,45.0,,,,,,PROD001,Distribuidora XYZ,,RECEPCION
96,,,,142,,67.58400000000002,,,,,,PROD004,Distribuidora XYZ,,RECEPCION
90,,,,143,,45.0,,,,,,PROD001,Distribuidora XYZ,,RECEPCION
96,,,,143,,67.58400000000002,,,,,,PROD004,Distribuidora XYZ,,RECEPCION
14,,Ferretería El Tornillo,7.0,144,,,16.8,,,,,PROD001,,,VENTA
18,,Ferretería El Tornillo,5.4,144,,,16.2,,,,,PROD002,,,VENTA
18,,Ferretería El Tornillo,1.8,144,,,7.2,,,,,PROD003,,,VENTA
7,,Taller Mecánico López,2.1,144,,,6.3,,,,,PROD002,,,VENTA
11,,Taller Mecánico López,7.744000000000002,144,,,22.0,,,,,PROD004,,,VENTA
90,,,,144,,45.0,,,,,,PROD001,Distribuidora XYZ,,RECEPCION
96,,,,144,,67.58400000000002,,,,,,PROD004,Distribuidora XYZ,,RECEPCION
23,,Almacén Central (Interno),11.5,145,,,27.599999999999998,,,,,PROD001,,,VENTA
36,,Almacén Central (Interno),10.799999999999999,145,,,32.4,,,,,PROD002,,,VENTA
29,,Almacén Central (Interno),1.4500000000000002,145,,,4.35,,,,,PROD005,,,VENTA
12,,Taller Mecánico López,3.5999999999999996,146,,,10.8,,,,,PROD002,,,VENTA
15,,Taller Mecánico López,10.560000000000002,146,,,30.0,,,,,PROD004,,,VENTA
20,,Ferretería El Tornillo,10.0,147,,,24.0,,,,,PROD001,,,VENTA
16,,Ferretería El Tornillo,4.8,147,,,14.4,,,,,PROD002,,,VENTA
23,,Ferretería El Tornillo,2.3000000000000003,147,,,9.200000000000001,,,,,PROD003,,,VENTA
141,,Construcciones Pérez,70.5,147,,,169.2,,,,,PROD001,,,VENTA
54,,Construcciones Pérez,5.4,147,,,21.6,,,,,PROD003,,,VENTA
162,,Construcciones Pérez,114.04800000000003,147,,,324.0,,,,,PROD004,,,VENTA
131,,Construcciones Pérez,6.550000000000001,147,,,19.65,,,,,PROD005,,,VENTA
9,,Taller Mecánico López,2.6999999999999997,148,,,8.1,,,,,PROD002,,,VENTA
11,,Taller Mecánico López,7.7440000000000015,148,,,22.0,,,,,PROD004,,,VENTA
24,,Ferretería El Tornillo,12.0,150,,,28.799999999999997,,,,,PROD001,,,VENTA
24,,Ferretería El Tornillo,7.2,150,,,21.6,,,,,PROD002,,,VENTA
14,,Ferretería El Tornillo,1.4000000000000001,150,,,5.6000000000000005,,,,,PROD003,,,VENTA
11,,Taller Mecánico López,3.3,150,,,9.9,,,,,PROD002,,,VENTA
12,,Taller Mecánico López,8.448000000000002,150,,,24.0,,,,,PROD004,,,VENTA
32,,Almacén Central (Interno),16.0,150,,,38.4,,,,,PROD001,,,VENTA
26,,Almacén Central (Interno),7.8,150,,,23.400000000000002,,,,,PROD002,,,VENTA
33,,Almacén Central (Interno),1.6500000000000001,150,,,4.95,,,,,PROD005,,,VENTA
139,,Ferreterías del Norte,13.9,150,,,55.6,,,,,PROD003,,,VENTA
74,,Ferreterías del Norte,3.7,150,,,11.1,,,,,PROD005,,,VENTA
90,,,45.0,150,2,,,,,,,PROD001,Distribuidora XYZ,,PEDIDO
120,,,12.0,150,2,,,,,,,PROD003,Distribuidora XYZ,,PEDIDO
90,,,45.0,151,2,,,,,,,PROD001,Distribuidora XYZ,,PEDIDO
120,,,12.0,151,2,,,,,,,PROD003,Distribuidora XYZ,,PEDIDO
8,,Taller Mecánico López,2.4,152,,,7.2,,,,,PROD002,,,VENTA
8,,Taller Mecánico López,5.6320000000000014,152,,,16.0,,,,,PROD004,,,VENTA
90,,,45.0,152,2,,,,,,,PROD001,Distribuidora XYZ,,PEDIDO
108,,,32.4,152,3,,,,,,,PROD002,Suministros ABC,,PEDIDO
120,,,12.0,152,2,,,,,,,PROD003,Distribuidora XYZ,,PEDIDO
90,,,,152,,45.0,,,,,,PROD001,Distribuidora XYZ,,RECEPCION
120,,,,152,,12.0,,,,,,PROD003,Distribuidora XYZ,,RECEPCION
19,,Ferretería El Tornillo,9.5,153,,,22.8,,,,,PROD001,,,VENTA
17,,Ferretería El Tornillo,5.1,153,,,15.3,,,,,PROD002,,,VENTA
16,,Ferretería El Tornillo,1.6,153,,,6.4,,,,,PROD003,,,VENTA
108,,,32.4,153,3,,,,,,,PROD002,Suministros ABC,,PEDIDO
90,,,,153,,45.0,,,,,,PROD001,Distribuidora XYZ,,RECEPCION
120,,,,153,,12.0,,,,,,PROD003,Distribuidora XYZ,,RECEPCION
93,,Construcciones Pérez,46.5,154,,,111.6,,,,,PROD001,,,VENTA
147,,Construcciones Pérez,14.7,154,,,58.800000000000004,,,,,PROD003,,,VENTA
,102,Construcciones Pérez,,154,,,,71,90.0,,,PROD004,,,DESABASTECIMIENTO
114,,Construcciones Pérez,5.7,154,,,17.099999999999998,,,,,PROD005,,,VENTA
6,,Taller Mecánico López,1.7999999999999998,154,,,5.4,,,,,PROD002,,,VENTA
11,,Taller Mecánico López,7.7440000000000015,154,,,22.0,,,,,PROD004,,,VENTA
108,,,32.4,154,5,,,,,,,PROD002,Suministros ABC,,PEDIDO
300,,,15.0,154,4,,,,,,,PROD005,Ferretería Industrial,,PEDIDO
90,,,,154,,45.0,,,,,,PROD001,Distribuidora XYZ,,RECEPCION
120,,,,154,,12.0,,,,,,PROD003,Distribuidora XYZ,,RECEPCION
25,,Almacén Central (Interno),12.5,155,,,30.0,,,,,PROD001,,,VENTA
21,,Almacén Central (Interno),6.3,155,,,18.900000000000002,,,,,PROD002,,,VENTA
27,,Almacén Central (Interno),1.35,155,,,4.05,,,,,PROD005,,,VENTA
108,,,32.4,155,3,,,,,,,PROD002,Suministros ABC,,PEDIDO
300,,,15.0,155,4,,,,,,,PROD005,Ferretería Industrial,,PEDIDO
108,,,,155,,32.4,,,,,,PROD002,Suministros ABC,,RECEPCION
23,,Ferretería El Tornillo,11.5,156,,,27.599999999999998,,,,,PROD001,,,VENTA
15,,Ferretería El Tornillo,4.5,156,,,13.5,,,,,PROD002,,,VENTA
5,,Ferretería El Tornillo,0.5,156,,,2.0,,,,,PROD003,,,VENTA
10,,Taller Mecánico López,3.0,156,,,9.0,,,,,PROD002,,,VENTA
7,,Taller Mecánico López,4.928000000000001,156,,,14.0,,,,,PROD004,,,VENTA
300,,,15.0,156,4,,,,,,,PROD005,Ferretería Industrial,,PEDIDO
108,,,,156,,32.4,,,,,,PROD002,Suministros ABC,,RECEPCION
300,,,15.0,157,4,,,,,,,PROD005,Ferretería Industrial,,PEDIDO
10,,Taller Mecánico López,3.0,158,,,9.0,,,,,PROD002,,,VENTA
8,,Taller Mecánico López,5.6320000000000014,158,,,16.0,,,,,PROD004,,,VENTA
300,,,15.0,158,4,,,,,,,PROD005,Ferretería Industrial,,PEDIDO
300,,,,158,,15.0,,,,,,PROD005,Ferretería Industrial,,RECEPCION
108,,,,158,,32.4,,,,,,PROD002,Suministros ABC,,RECEPCION
18,,Ferretería El Tornillo,9.0,159,,,21.599999999999998,,,,,PROD001,,,VENTA
12,,Ferretería El Tornillo,3.5999999999999996,159,,,10.8,,,,,PROD002,,,VENTA
13,,Ferretería El Tornillo,1.3,159,,,5.2,,,,,PROD003,,,VENTA
108,,,,159,,32.4,,,,,,PROD002,Suministros ABC,,RECEPCION
300,,,,159,,15.0,,,,,,PROD005,Ferretería Industrial,,RECEPCION
12,,Taller Mecánico López,3.5999999999999996,160,,,10.8,,,,,PROD002,,,VENTA
7,,Taller Mecánico López,4.928000000000001,160,,,14.0,,,,,PROD004,,,VENTA
39,,Almacén Central (Interno),19.5,160,,,46.8,,,,,PROD001,,,VENTA
32,,Almacén Central (Interno),9.6,160,,,28.8,,,,,PROD002,,,VENTA
35,,Almacén Central (Interno),1.75,160,,,5.25,,,,,PROD005,,,VENTA
,293,Ferreterías del Norte,,160,,,,205,80.0,,,PROD003,,,DESABASTECIMIENTO
167,,Ferreterías del Norte,8.35,160,,,25.05,,,,,PROD005,,,VENTA
96,,,67.58400000000002,160,2,,,,,,,PROD004,Distribuidora XYZ,,PEDIDO
300,,,,160,,15.0,,,,,,PROD005,Ferretería Industrial,,RECEPCION
,71,Construcciones Pérez,,161,,,,70,90.0,,,PROD001,,,DESABASTECIMIENTO
71,,Construcciones Pérez,7.1000000000000005,161,,,28.400000000000002,,,,,PROD003,,,VENTA
,51,Construcciones Pérez,,161,,,,38,90.0,,,PROD004,,,DESABASTECIMIENTO
143,,Construcciones Pérez,7.15,161,,,21.45,,,,,PROD005,,,VENTA
96,,,67.58400000000002,161,2,,,,,,,PROD004,Distribuidora XYZ,,PEDIDO
300,,,,161,,15.0,,,,,,PROD005,Ferretería Industrial,,RECEPCION
17,,Ferretería El Tornillo,8.5,162,,,20.4,,,,,PROD001,,,VENTA
20,,Ferretería El Tornillo,6.0,162,,,18.0,,,,,PROD002,,,VENTA
14,,Ferretería El Tornillo,1.4000000000000001,162,,,5.6000000000000005,,,,,PROD003,,,VENTA
8,,Taller Mecánico López,2.4,162,,,7.2,,,,,PROD002,,,VENTA
9,,Taller Mecánico López,6.336000000000002,162,,,18.0,,,,,PROD004,,,VENTA
96,,,67.58400000000002,162,2,,,,,,,PROD004,Distribuidora XYZ,,PEDIDO
300,,,,162,,15.0,,,,,,PROD005,Ferretería Industrial,,RECEPCION
96,,,,162,,67.58400000000002,,,,,,PROD004,Distribuidora XYZ,,RECEPCION
96,,,,163,,67.58400000000002,,,,,,PROD004,Distribuidora XYZ,,RECEPCION
7,,Taller Mecánico López,2.1,164,,,6.3,,,,,PROD002,,,VENTA
11,,Taller Mecánico López,7.7440000000000015,164,,,22.0,,,,,PROD004,,,VENTA
96,,,,164,,67.58400000000002,,,,,,PROD004,Distribuidora XYZ,,RECEPCION
10,,Ferretería El Tornillo,5.0,165,,,12.0,,,,,PROD001,,,VENTA
6,,Ferretería El Tornillo,1.7999999999999998,165,,,5.4,,,,,PROD002,,,VENTA
10,,Ferretería El Tornillo,1.0,165,,,4.0,,,,,PROD003,,,VENTA
31,,Almacén Central (Interno),15.5,165,,,37.199999999999996,,,,,PROD001,,,VENTA
26,,Almacén Central (Interno),7.8,165,,,23.400000000000002,,,,,PROD002,,,VENTA
30,,Almacén Central (Interno),1.5,165,,,4.5,,,,,PROD005,,,VENTA
90,,,45.0,165,2,,,,,,,PROD001,Distribuidora XYZ,,PEDIDO
10,,Taller Mecánico López,3.0,166,,,9.0,,,,,PROD002,,,VENTA
9,,Taller Mecánico López,6.336000000000002,166,,,18.0,,,,,PROD004,,,VENTA
90,,,45.0,166,2,,,,,,,PROD001,Distribuidora XYZ,,PEDIDO
90,,,45.0,167,2,,,,,,,PROD001,Distribuidora XYZ,,PEDIDO
90,,,,167,,45.0,,,,,,PROD001,Distribuidora XYZ,,RECEPCION
11,,Ferretería El Tornillo,5.5,168,,,13.2,,,,,PROD001,,,VENTA
11,,Ferretería El Tornillo,3.3,168,,,9.9,,,,,PROD002,,,VENTA
20,,Ferretería El Tornillo,2.0,168,,,8.0,,,,,PROD003,,,VENTA
80,,Construcciones Pérez,40.0,168,,,96.0,,,,,PROD001,,,VENTA
,105,Construcciones Pérez,,168,,,,90,90.0,,,PROD003,,,DESABASTECIMIENTO
44,,Construcciones Pérez,30.97600000000001,168,,,88.0,,,,,PROD004,,,VENTA
98,,Construcciones Pérez,4.9,168,,,14.7,,,,,PROD005,,,VENTA
12,,Taller Mecánico López,3.5999999999999996,168,,,10.8,,,,,PROD002,,,VENTA
8,,Taller Mecánico López,5.6320000000000014,168,,,16.0,,,,,PROD004,,,VENTA
90,,,45.0,168,2,,,,,,,PROD001,Distribuidora XYZ,,PEDIDO
120,,,12.0,168,2,,,,,,,PROD003,Distribuidora XYZ,,PEDIDO
90,,,,168,,45.0,,,,,,PROD001,Distribuidora XYZ,,RECEPCION
120,,,12.0,169,2,,,,,,,PROD003,Distribuidora XYZ,,PEDIDO
90,,,,169,,45.0,,,,,,PROD001,Distribuidora XYZ,,RECEPCION
9,,Taller Mecánico López,2.6999999999999997,170,,,8.1,,,,,PROD002,,,VENTA
10,,Taller Mecánico López,7.040000000000002,170,,,20.0,,,,,PROD004,,,VENTA
31,,Almacén Central (Interno),15.5,170,,,37.199999999999996,,,,,PROD001,,,VENTA
31,,Almacén Central (Interno),9.3,170,,,27.900000000000002,,,,,PROD002,,,VENTA
32,,Almacén Central (Interno),1.6,170,,,4.8,,,,,PROD005,,,VENTA
,155,Ferreterías del Norte,,170,,,,90,80.0,,,PROD003,,,DESABASTECIMIENTO
381,,Ferreterías del Norte,19.05,170,,,57.15,,,,,PROD005,,,VENTA
120,,,12.0,170,2,,,,,,,PROD003,Distribuidora XYZ,,PEDIDO
90,,,,170,,45.0,,,,,,PROD001,Distribuidora XYZ,,RECEPCION
120,,,,170,,12.0,,,,,,PROD003,Distribuidora XYZ,,RECEPCION
11,,Ferretería El Tornillo,5.5,171,,,13.2,,,,,PROD001,,,VENTA
17,,Ferretería El Tornillo,5.1,171,,,15.3,,,,,PROD002,,,VENTA
1,,Ferretería El Tornillo,0.1,171,,,0.4,,,,,PROD003,,,VENTA
120,,,,171,,12.0,,,,,,PROD003,Distribuidora XYZ,,RECEPCION
10,,Taller Mecánico López,3.0,172,,,9.0,,,,,PROD002,,,VENTA
10,,Taller Mecánico López,7.040000000000002,172,,,20.0,,,,,PROD004,,,VENTA
120,,,,172,,12.0,,,,,,PROD003,Distribuidora XYZ,,RECEPCION
20,,Ferretería El Tornillo,10.0,174,,,24.0,,,,,PROD001,,,VENTA
15,,Ferretería El Tornillo,4.5,174,,,13.5,,,,,PROD002,,,VENTA
18,,Ferretería El Tornillo,1.8,174,,,7.2,,,,,PROD003,,,VENTA
14,,Taller Mecánico López,4.2,174,,,12.6,,,,,PROD002,,,VENTA
7,,Taller Mecánico López,4.928000000000001,174,,,14.0,,,,,PROD004,,,VENTA
105,,Construcciones Pérez,52.5,175,,,126.0,,,,,PROD001,,,VENTA
68,,Construcciones Pérez,6.800000000000001,175,,,27.200000000000003,,,,,PROD003,,,VENTA
126,,Construcciones Pérez,88.70400000000002,175,,,252.0,,,,,PROD004,,,VENTA
116,,Construcciones Pérez,5.800000000000001,175,,,17.4,,,,,PROD005,,,VENTA
28,,Almacén Central (Interno),14.0,175,,,33.6,,,,,PROD001,,,VENTA
32,,Almacén Central (Interno),9.6,175,,,28.8,,,,,PROD002,,,VENTA
41,,Almacén Central (Interno),2.0500000000000003,175,,,6.1499999999999995,,,,,PROD005,,,VENTA
9,,Taller Mecánico López,2.6999999999999997,176,,,8.1,,,,,PROD002,,,VENTA
13,,Taller Mecánico López,9.152000000000003,176,,,26.0,,,,,PROD004,,,VENTA
18,,Ferretería El Tornillo,9.0,177,,,21.599999999999998,,,,,PROD001,,,VENTA
15,,Ferretería El Tornillo,4.5,177,,,13.5,,,,,PROD002,,,VENTA
12,,Ferretería El Tornillo,1.2000000000000002,177,,,4.800000000000001,,,,,PROD003,,,VENTA
8,,Taller Mecánico López,2.4,178,,,7.2,,,,,PROD002,,,VENTA
13,,Taller Mecánico López,9.152000000000003,178,,,26.0,,,,,PROD004,,,VENTA
15,,Ferretería El Tornillo,7.5,180,,,18.0,,,,,PROD001,,,VENTA
17,,Ferretería El Tornillo,5.1,180,,,15.3,,,,,PROD002,,,VENTA
10,,Ferretería El Tornillo,1.0,180,,,4.0,,,,,PROD003,,,VENTA
12,,Taller Mecánico López,3.5999999999999996,180,,,10.8,,,,,PROD002,,,VENTA
7,,Taller Mecánico López,4.928000000000001,180,,,14.0,,,,,PROD004,,,VENTA
29,,Almacén Central (Interno),14.5,180,,,34.8,,,,,PROD001,,,VENTA
34,,Almacén Central (Interno),10.2,180,,,30.6,,,,,PROD002,,,VENTA
29,,Almacén Central (Interno),1.4500000000000002,180,,,4.35,,,,,PROD005,,,VENTA
81,,Ferreterías del Norte,8.1,180,,,32.4,,,,,PROD003,,,VENTA
10,,Ferreterías del Norte,0.5,180,,,1.5,,,,,PROD005,,,VENTA
90,,,45.0,180,2,,,,,,,PROD001,Distribuidora XYZ,,PEDIDO
108,,,32.4,180,3,,,,,,,PROD002,Suministros ABC,,PEDIDO
90,,,45.0,181,2,,,,,,,PROD001,Distribuidora XYZ,,PEDIDO
108,,,32.4,181,3,,,,,,,PROD002,Suministros ABC,,PEDIDO
,100,Construcciones Pérez,,182,,,,24,90.0,,,PROD001,,,DESABASTECIMIENTO
90,,Construcciones Pérez,9.0,182,,,36.0,,,,,PROD003,,,VENTA
,64,Construcciones Pérez,,182,,,,59,90.0,,,PROD004,,,DESABASTECIMIENTO
112,,Construcciones Pérez,5.6000000000000005,182,,,16.8,,,,,PROD005,,,VENTA
12,,Taller Mecánico López,3.5999999999999996,182,,,10.8,,,,,PROD002,,,VENTA
12,,Taller Mecánico López,8.448000000000002,182,,,24.0,,,,,PROD004,,,VENTA
90,,,45.0,182,2,,,,,,,PROD001,Distribuidora XYZ,,PEDIDO
108,,,32.4,182,3,,,,,,,PROD002,Suministros ABC,,PEDIDO
90,,,,182,,45.0,,,,,,PROD001,Distribuidora XYZ,,RECEPCION
10,,Ferretería El Tornillo,5.0,183,,,12.0,,,,,PROD001,,,VENTA
,16,Ferretería El Tornillo,,183,,,,15,80.0,,,PROD002,,,DESABASTECIMIENTO
17,,Ferretería El Tornillo,1.7000000000000002,183,,,6.800000000000001,,,,,PROD003,,,VENTA
108,,,32.4,183,3,,,,,,,PROD002,Suministros ABC,,PEDIDO
108,,,,183,,32.4,,,,,,PROD002,Suministros ABC,,RECEPCION
90,,,,183,,45.0,,,,,,PROD001,Distribuidora XYZ,,RECEPCION
7,,Taller Mecánico López,2.1,184,,,6.3,,,,,PROD002,,,VENTA
12,,Taller Mecánico López,8.448000000000002,184,,,24.0,,,,,PROD004,,,VENTA
96,,,67.58400000000002,184,2,,,,,,,PROD004,Distribuidora XYZ,,PEDIDO
108,,,,184,,32.4,,,,,,PROD002,Suministros ABC,,RECEPCION
90,,,,184,,45.0,,,,,,PROD001,Distribuidora XYZ,,RECEPCION
26,,Almacén Central (Interno),13.0,185,,,31.2,,,,,PROD001,,,VENTA
29,,Almacén Central (Interno),8.7,185,,,26.1,,,,,PROD002,,,VENTA
34,,Almacén Central (Interno),1.7000000000000002,185,,,5.1,,,,,PROD005,,,VENTA
96,,,67.58400000000002,185,2,,,,,,,PROD004,Distribuidora XYZ,,PEDIDO
108,,,,185,,32.4,,,,,,PROD002,Suministros ABC,,RECEPCION
5,,Ferretería El Tornillo,2.5,186,,,6.0,,,,,PROD001,,,VENTA
14,,Ferretería El Tornillo,4.2,186,,,12.6,,,,,PROD002,,,VENTA
19,,Ferretería El Tornillo,1.9000000000000001,186,,,7.6000000000000005,,,,,PROD003,,,VENTA
14,,Taller Mecánico López,4.2,186,,,12.6,,,,,PROD002,,,VENTA
